issue_date,issue_time,marked_time,color,location,agency,violation_code,violation_description,fine_amount,latitude,longitude,agency_description,issue_year
2019-02-12,1821.0,,GN,3900 RHODES AVE,53.0,80.58L,PREFERENTIAL PARKING,68.0,6439694.712855,1874157.678875,,2019.0
2019-02-13,829.0,,GN,904 VENICE BLVD E,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6423610.544454,1819976.040905,,2019.0
2019-05-30,825.0,,GY,4315 EXPOSITION BLVD,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6457728.172871,1831222.036344,,2019.0
2019-04-03,1014.0,,BK,1952 LA SALLE AVE S,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-03-25,2009.0,,RD,101 59TH PL E,55.0,80.56E4+,RED ZONE,93.0,6478624.99639,1817419.69066,,2019.0
2019-02-26,1510.0,,BN,130 4TH ST W,56.0,80.56E4+,RED ZONE,93.0,6486597.668343,1840130.846999,,2019.0
2019-06-21,1245.0,,BK,17900 VENTURA BL W,53.0,88.13B+,METER EXP.,63.0,6403752.407730999,1882306.074289,,2019.0
2019-08-29,1256.0,,BL,701 PARK VIEW ST S,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6476896.110277,1843548.557172,,2019.0
2019-03-28,1011.0,845.0,WT,1544 RIDGELEY DR,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6453516.052317,1839044.370108,,2019.0
2019-06-24,922.0,,BL,4200 TOLAND WAY,56.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0,,2019.0
2019-09-10,1138.0,915.0,BN,601 MIDVALE AVE S,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6424794.919604,1846861.390567,,2019.0
2019-06-06,1013.0,,GY,10301 WOODBINE ST,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6437912.833854,1832921.955244,,2019.0
2019-01-18,637.0,,WT,1309 ARMACOST AVE,51.0,80.56E1,WHITE ZONE,58.0,6421488.566862,1839013.932577,,2019.0
2019-08-20,1632.0,,BK,13400 VENTURA BL W,53.0,88.13B+,METER EXP.,63.0,6433112.947182,1876138.317372,,2019.0
2019-03-29,844.0,,BL,411 KELTON AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424214.249204,1848223.229236,,2019.0
2019-01-08,1215.0,,BL,2510 6TH ST E,56.0,80.73.2,EXCEED 72HRS-ST,68.0,6497267.277723,1835894.61765,,2019.0
2019-01-29,1036.0,,BL,10350 WYTON DR,51.0,80.69B,NO PARKING,73.0,6431163.112701001,1850070.915086,,2019.0
2019-06-27,1224.0,,BK,3700 PICO BL W,51.0,88.13B+,METER EXP.,63.0,6464337.550987001,1839761.30051,,2019.0
2019-04-01,1303.0,,BL,4700 WOODLEY AV,53.0,88.13B+,METER EXP.,63.0,6415356.371199,1879639.79159,,2019.0
2019-06-19,819.0,,BK,14950 BASSETT ST,53.0,80.58L,PREFERENTIAL PARKING,68.0,6422947.826219999,1894095.453736,,2019.0
2019-03-11,1012.0,,GY,16065 CELTIC ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6416249.372105001,1920664.518297,,2019.0
2019-02-17,1859.0,,WT,7000 HAWTHORN AVE,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458312.39214,1859071.165548,,2019.0
2019-05-15,1222.0,,SL,11231 MAGNOLIA BLVD,53.0,88.63B+,OFF STR/OVERTIME/MTR,58.0,6448003.054156,1882604.850365,,2019.0
2019-05-08,935.0,,BL,RAMSGATE AVE/S/O 83,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0,,2019.0
2019-01-28,1119.0,,WT,252 GRAND AVE S,56.0,80.69AA+,NO STOP/STAND,93.0,6486828.73083681,1843448.83766777,,2019.0
2019-02-17,1151.0,,BK,1364 BRINKLEY,58.0,8069A,NO STOPPING/STANDING,93.0,6411331.35106242,1841881.0824349,,2019.0
2019-07-29,1038.0,,OR,1791 SYCAMORE AVE N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6455687.879323,1838336.531625,,2019.0
2019-06-27,1207.0,,BK,200 81ST ST W,55.0,80.56E4+,RED ZONE,93.0,6477943.067864,1810109.261546,,2019.0
2019-03-06,836.0,,MR,601 ARDMORE AV S,54.0,88.13B+,METER EXP.,63.0,6470312.490831,1852377.778461,,2019.0
2019-04-03,644.0,,GY,4200 MENLO AVE,55.0,80.56E4+,RED ZONE,93.0,6473776.947699,1825187.013766,,2019.0
2019-06-01,1927.0,,GN,902 41ST PL E,55.0,22500F,PARKED ON SIDEWALK,68.0,6482955.920423999,1825529.008356,,2019.0
2019-03-11,128.0,,WT,9145 LANGDON AVE,53.0,80.56E4+,RED ZONE,93.0,6419675.324511,1908724.247507,,2019.0
2019-04-24,833.0,,BK,5336 VIRGINIA AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469158.097108999,1855983.583518,,2019.0
2019-01-03,1236.0,,BK,12415 IDAHO AVE W,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6421125.695559,1836018.063535,,2019.0
2019-05-27,1720.0,,WT,14937 ASTORIA ST,53.0,80.71.3,PARKING/FRONT YARD,68.0,6423847.96615,1930268.191065,,2019.0
2019-06-21,1112.0,,BL,AF8830 ETIWANDA AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-10-01,2333.0,,WT,5651 MANCHESTER AVE,51.0,5204A-,DISPLAY OF TABS,25.0,6446532.288455,1807982.485211,51 - DOT - WESTERN,2019.0
2019-04-28,741.0,,BK,3663 CARDIFF AVE,51.0,80.69B,NO PARKING,73.0,6441050.378983,1832677.987969,,2019.0
2019-03-08,1210.0,,WT,1467 WELLESLEY AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6420747.827758,1837017.774816,,2019.0
2019-05-16,1639.0,,RD,1436 36TH PL W,55.0,5204A-,DISPLAY OF TABS,25.0,6470396.391344001,1830480.381165,,2019.0
2019-02-06,1212.0,,GY,3755 TULLER AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6434748.011578,1827524.590226,,2019.0
2019-07-17,731.0,,GY,622 DETROIT ST N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457145.76817,1845954.985386,,2019.0
2019-03-26,1352.0,,GN,5636 HOLLYWOOD BLVD,54.0,80.56E1,WHITE ZONE,58.0,6467060.660773001,1859544.317428,,2019.0
2019-04-23,1602.0,,GY,1800 PONTIUS AV,51.0,88.13B+,METER EXP.,63.0,6427358.527206,1839277.827214,,2019.0
2019-01-26,1737.0,,GY,UNION/6TH,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0,,2019.0
2019-03-05,1226.0,,GY,719 8TH ST E,56.0,80.56E4+,RED ZONE,93.0,6483139.847787,1839474.037699,,2019.0
2019-03-15,846.0,,SL,5228 WILLOW CREST AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6452121.487351,1882780.32422,,2019.0
2019-05-23,835.0,,GY,445 ARDMORE AVE S,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470118.424065,1851304.739939,,2019.0
2019-01-31,1939.0,,OR,8300 NORTHGATE AVE,53.0,80.56E4+,RED ZONE,93.0,6379069.219682,1903330.647476,,2019.0
2019-06-01,2305.0,,BK,5100 ASCOT AVE,55.0,80.56E4+,RED ZONE,93.0,6485816.539748,1821256.329564,,2019.0
2019-05-08,1106.0,,BK,5300 CENTURY BL W,51.0,88.13B+,METER EXP.,63.0,6448821.160275,1802726.815071,,2019.0
2019-05-01,1144.0,,WT,6100 SEPULVEDA BLVD,53.0,22507.8A-,DISABLED PARKING/NO DP ID,363.0,6420674.841163,1888723.025937,,2019.0
2019-04-08,819.0,,BK,4001 RADFORD AV,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6442785.222475,1874892.572453,,2019.0
2019-08-27,1002.0,850.0,BK,1415 TEMPLE ST,56.0,80.69C,PARKED OVER TIME LIMIT,58.0,6483811.000101999,1846998.680064,,2019.0
2019-02-13,823.0,,GY,1148 25TH ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469731.652109,1721190.9586349998,,2019.0
2019-01-23,1918.0,,BK,2100 MERTON AV,56.0,88.13B+,METER EXP.,63.0,6497182.969747,1872705.201221,,2019.0
2019-05-14,711.0,,WT,564 13TH ST,55.0,80.61,STANDNG IN ALLEY,68.0,6473674.269355,1725129.232618,,2019.0
2019-08-26,1251.0,,BK,3432 LORENA ST S,56.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0,,2019.0
2019-01-25,150.0,,BK,A/F 904 GRANVILLE AVE,51.0,5200,DISPLAY OF PLATES,25.0,99999.0,99999.0,,2019.0
2019-05-10,1029.0,,SL,716 8TH ST E,56.0,80.56E4+,RED ZONE,93.0,6483146.486548,1839468.851389,,2019.0
2019-03-29,835.0,,GO,7232 KATHERINE AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6427644.88594,1896247.386144,,2019.0
2019-03-15,1233.0,,BK,1101 GLENDON AV N,51.0,88.13B+,METER EXP.,63.0,6427050.610822001,1844798.079987,,2019.0
2019-05-17,1245.0,,GY,12247 HARTSOOK ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6440778.249392,1882291.167743,,2019.0
2019-01-04,2240.0,,WT,6300 LONGVIEW AVE,54.0,80.56E4+,RED ZONE,93.0,6462763.438562,1861730.825751,,2019.0
2019-08-26,1705.0,,GN,5259 LANKERSHIM BL,53.0,88.13B+,METER EXP.,63.0,6448081.546262001,1883118.732861,,2019.0
2019-02-15,1416.0,,GY,3243 W WILSHIRE BLVD,54.0,80.69A+,STOP/STAND PROHIBIT,93.0,99999.0,99999.0,,2019.0
2019-04-29,523.0,,SL,6200 LEMONA AVE,53.0,80.56E4+,RED ZONE,93.0,6422656.806859,1889141.392493,,2019.0
2019-03-26,1221.0,,GY,638 WINDSOR BL S,54.0,88.13B+,METER EXP.,63.0,99999.0,99999.0,,2019.0
2019-08-08,1224.0,,GY,3224 DESCANSO DR,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-03-14,1229.0,,RD,1149 HILL ST S,56.0,80.56E4+,RED ZONE,93.0,6482756.423532,1836849.013443,,2019.0
2019-08-01,1231.0,,WT,1327 21ST ST E,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6468553.165279,1722522.192764,,2019.0
2019-01-23,1146.0,,GY,827 ST ANDREWS PL S,54.0,5204A-,DISPLAY OF TABS,25.0,6467388.932680001,1853489.346809,,2019.0
2019-05-09,1039.0,,GY,900 DENNI ST E,55.0,80.56E4+,RED ZONE,93.0,6478625.286692,1744034.3180900002,,2019.0
2019-05-13,817.0,,YE,15946 SHERMAN WAY,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6414750.750675,1895903.129376,,2019.0
2019-04-30,1203.0,930.0,GY,341 GLENDALE BLVD N,56.0,80.69C,PARKED OVER TIME LIMIT,58.0,99999.0,99999.0,,2019.0
2019-01-18,1456.0,,BN,600 PARK VIEW ST S,54.0,5204A-,DISPLAY OF TABS,25.0,6477305.954902,1844761.822275,,2019.0
2019-06-18,931.0,,RD,4000 FOUNTAIN AV,54.0,88.03A,OUTSIDE LINES/METER,58.0,6477299.074619,1857356.764711,,2019.0
2019-02-25,1216.0,,RD,101 WESTLAKE AVE S,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6480239.211887,1846519.214639,,2019.0
2019-07-02,1608.0,1600.0,SL,2500 BLK SAN PEDRO ST,55.0,80.69C,PARKED OVER TIME LIMIT,58.0,99999.0,99999.0,,2019.0
2019-03-03,2336.0,,SL,1530 LABAIG AVE,54.0,80.69AP+,NO STOP/STANDING,93.0,99999.0,99999.0,,2019.0
2019-01-30,1729.0,,GY,731 FIGUEROA ST S,56.0,22500H,DOUBLE PARKING,68.0,6482828.707773,1840297.481327,,2019.0
2019-02-06,1251.0,,GY,1172 37TH ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6468867.22398529,1718473.89004338,,2019.0
2019-09-06,1532.0,,BN,627 LOS ANGELES ST S,56.0,80.49+,18 IN/CURB/COMM VEH,63.0,6486121.578514,1838575.973104,,2019.0
2019-04-15,231.0,,BK,1631 GENESEE AVE N,54.0,5200,DISPLAY OF PLATES,25.0,6453198.392242,1859123.587363,,2019.0
2019-01-28,1302.0,,WT,832 S GREEN AVE,56.0,80.69B,NO PARKING,73.0,6479374.619831,1840979.346398,,2019.0
2019-04-21,836.0,,WT,11800 GLENOAKS BLVD,53.0,80.56E4+,RED ZONE,93.0,6433974.868131,1926044.320476,,2019.0
2019-02-09,534.0,,GY,200 LOMA DR,56.0,80.56E4+,RED ZONE,93.0,6481795.334971,1844791.928312,,2019.0
2019-04-03,821.0,,SL,410 EVERGREEN AVE,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6499735.753194001,1835928.487787,,2019.0
2019-03-05,131.0,,BL,1603 205TH ST,55.0,80.56E4+,RED ZONE,93.0,6468542.545291999,1766025.3662560002,,2019.0
2019-05-17,2114.0,,GY,11400 WOODBRIDGE ST,53.0,80.58L,PREFERENTIAL PARKING,68.0,6447001.732543,1876661.051169,,2019.0
2019-05-01,828.0,,WT,2947 HALLDALE AVE,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469928.755694,1832805.77912,,2019.0
2019-02-08,1645.0,,RD,140 MANCHESTER AVE E,55.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6478348.0608830005,1807970.906548,,2019.0
2019-02-05,847.0,,OT,6200 LEMONA AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6422656.806859,1889141.392493,,2019.0
2019-02-28,1205.0,,WT,1665 MANNING AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6430598.12643,1842277.653673,,2019.0
2019-02-15,1642.0,,OT,301 BREED ST S,56.0,22514,FIRE HYDRANT,68.0,6497307.613868,1837757.359832,,2019.0
2019-01-24,850.0,,BL,5515 RADFORD AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6443053.078903,1884694.208098,,2019.0
2019-06-06,818.0,,WT,7100 SEAWALK DR,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-02-16,1521.0,,WT,448 HAYWORTH AVE N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6451852.22476,1851386.17787,,2019.0
2019-02-23,2119.0,,BL,717 VISTA ST N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6455012.337873001,1853098.479461,,2019.0
2019-04-22,1246.0,,GY,635 FORMOSA AVE N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6456831.33653,1852555.539303,,2019.0
2019-02-11,1225.0,,GY,1211 CITRUS AVE N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6458875.153527,1856312.514033,,2019.0
2019-04-26,1239.0,,GY,963 HYPERION AVE N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6476510.853783,1854933.141478,,2019.0
2019-03-10,1825.0,,SL,7800 LINDLEY AVE,53.0,80.61,STANDNG IN ALLEY,68.0,6402236.862312,1899959.8884,,2019.0
2019-04-11,1216.0,,SL,6180 WILLOUGHBY AVE,54.0,80.69B,NO PARKING,73.0,6461845.806565,1854246.2201900005,,2019.0
2019-07-03,454.0,,WT,320 BURLINGTON AVE N,56.0,5204A-,DISPLAY OF TABS,25.0,6480183.84415,1844734.532346,,2019.0
2019-08-29,1218.0,,SL,3000 15TH ST W,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6468051.657408,1839039.643797,,2019.0
2019-01-27,1810.0,,GY,7040 HOLLYWOOD BLVD,54.0,80.56E4+,RED ZONE,93.0,6457811.137305,1859518.208525,,2019.0
2019-04-03,2003.0,,GY,7411 ROSEWOOD AVE,54.0,80.58L,PREFERENTIAL PARKING,68.0,6455279.155193,1851767.517201,,2019.0
2019-05-10,710.0,,BK,410 7TH ST E,56.0,80.69AP+,NO STOP/STANDING,93.0,6484484.04323,1839265.863719,,2019.0
2019-03-20,1149.0,,BK,3172 BLANCHARD ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6502889.077675,1839448.877205,,2019.0
2019-02-11,1051.0,,BK,265 LAKE ST,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6479055.93696,1846116.279448,,2019.0
2019-01-14,1326.0,,RD,4500 BK OAKWOOD AVE W,54.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0,,2019.0
2019-01-16,818.0,,BL,826 KINGLSEY DR N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-04-02,941.0,,WT,10754 MASSACHUSETTS AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6429553.792846,1841683.855642,,2019.0
2019-03-31,732.0,,BK,11835 DOROTHY ST,51.0,22500F,PARKED ON SIDEWALK,68.0,6420128.482563,1841468.687742,,2019.0
2019-07-19,1148.0,,WT,330 BOYD ST,56.0,80.56E4+,RED ZONE,93.0,6487821.31201,1839589.712137,,2019.0
2019-02-06,1301.0,1150.0,BG,6300 ROMAINE ST,54.0,80.69C,PARKED OVER TIME LIMIT,58.0,6462113.286141001,1854905.793379,,2019.0
2019-02-27,1222.0,935.0,BK,13550 HESBY ST,53.0,80.69C,PARKED OVER TIME LIMIT,58.0,6432196.25351,1881690.013332,,2019.0
2019-03-10,1646.0,,GY,12000 VAN NUYS BLVD,53.0,80.61,STANDNG IN ALLEY,68.0,6442286.6420330005,1926550.926574,,2019.0
2019-03-21,1115.0,,GY,1544 N CANYON DR,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0,,2019.0
2019-01-27,513.0,,GY,334 75TH ST W,55.0,22500H,DOUBLE PARKING,68.0,6477073.00674,1812225.647216,,2019.0
2019-01-09,1105.0,,BK,SEPULVEDA EWY/WESTCH,2.0,8069B,NO PARKING,73.0,99999.0,99999.0,,2019.0
2019-02-04,1659.0,,BK,2081 WESTWOOD BL,51.0,88.13B+,METER EXP.,63.0,6430451.843361,1839228.847233,,2019.0
2019-05-05,1440.0,,SL,3329 LEDGEWOOD DR,54.0,80.58L,PREFERENTIAL PARKING,68.0,6464553.994473,1869508.897827,,2019.0
2019-07-02,1049.0,841.0,WT,11700 OHIO AVE,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6423336.34478,1838864.948406,,2019.0
2019-03-04,1206.0,,TN,7051 W DE LONGPRE AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-02-15,1645.0,,WT,100 LARCHMONT BL N,54.0,88.13B+,METER EXP.,63.0,6463689.998021,1849114.334051,,2019.0
2019-01-18,1425.0,1159.0,SL,1701 WHITLEY AV,54.0,80.69C,PARKED OVER TIME LIMIT,58.0,6460756.976783,1859516.042321,,2019.0
2019-01-10,857.0,,GY,1800 PONTIUS AV,51.0,88.13B+,METER EXP.,63.0,6427358.527206,1839277.827214,,2019.0
2019-06-06,1250.0,,BK,705 HARTFORD AVE,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6480683.828617,1841432.8610330003,,2019.0
2019-01-30,1206.0,,BL,620 8TH ST E,56.0,80.69AP+,NO STOP/STANDING,93.0,6483464.046935,1839220.738889,,2019.0
2019-04-23,1233.0,,GY,2010 COCHRAN AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-06-03,1228.0,,GY,810 90TH ST E,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6473853.760444,1806155.81205,,2019.0
2019-01-31,1432.0,,GY,5400 YOLANDA AVE,53.0,80.56E4+,RED ZONE,93.0,6398128.669339,1884272.60044,,2019.0
2019-05-19,1907.0,,WT,2371 KELTON AVE,51.0,80.58L,PREFERENTIAL PARKING,68.0,6431109.95176,1837147.795558,,2019.0
2019-07-01,850.0,,WT,1015 CROCKER ST S,56.0,88.13B+,METER EXP.,63.0,6485745.007233,1835035.166901,,2019.0
2019-08-27,1042.0,,WT,2348 THOMAS ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6499526.411583,1849095.876112,,2019.0
2019-05-13,2218.0,,SL,7401 VISTA DEL MAR,51.0,80.69B,NO PARKING,73.0,6426053.765423001,1805569.308019,,2019.0
2019-03-04,1300.0,,SL,1255 COCHRAN AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6455339.143965,1841642.419658,,2019.0
2019-10-26,1803.0,,BL,2611 CESAR E CHAVEZ AV E,56.0,88.13B+,METER EXP.,63.0,6499615.50296,1839004.336259,56 - DOT - CENTRAL,2019.0
2019-04-23,822.0,,BL,1212 GRAND AVE S,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6473441.28,1725420.415418,,2019.0
2019-03-01,925.0,,RD,375 15TH ST E,56.0,88.13B+,METER EXP.,63.0,6483157.198916,1834371.88838,,2019.0
2019-02-14,1149.0,,WT,600 MICHELTORENA ST,57.0,80.69AP+,NO STOP/STANDING,93.0,6476551.659066,1851326.136291,,2019.0
2019-04-03,2237.0,,GY,1100 LEMOYNE ST,56.0,80.58L,PREFERENTIAL PARKING,68.0,6482773.568799,1850023.645202,,2019.0
2019-01-31,2159.0,,WT,621 78TH ST E,55.0,22500H,DOUBLE PARKING,68.0,6475413.967723001,1811155.811019,,2019.0
2019-02-27,1354.0,,WT,448 LOS ANGELES ST S,56.0,88.13B+,METER EXP.,63.0,6486804.845864,1839402.078959,,2019.0
2019-03-15,1032.0,,SL,3422 CHADWICK DR,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6510209.331429,1853370.637357,,2019.0
2019-06-06,1302.0,,GN,1515 BROCKTON AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6421987.487774,1837699.428871,,2019.0
2019-07-08,831.0,,WT,1701 CESAR E CHAVEZ AVE E,56.0,80.69AP+,NO STOP/STANDING,93.0,6495756.742376001,1841082.90629,,2019.0
2019-01-18,821.0,,YE,1100 KINGSLEY DR N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470089.917786,1855567.828328,,2019.0
2019-05-16,713.0,,BK,201 WESTMINSTER AVE,51.0,22502A,18 IN. CURB/2 WAY,63.0,6418400.485792,1819105.5108900005,,2019.0
2019-02-19,847.0,,WT,2815 CLUNE AVE,51.0,5200,DISPLAY OF PLATES,25.0,6420988.525551001,1816558.232332,,2019.0
2019-04-23,1406.0,,WT,LINCOLN PK NORTH BROADWAY,56.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0,,2019.0
2019-02-28,1358.0,,BK,4005 DUBLIN AVE,55.0,22500E,BLOCKING DRIVEWAY,68.0,6464018.76971,1827227.903226,,2019.0
2019-02-21,807.0,,GN,736 CHICAGO ST S,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6495596.255447,1835624.556273,,2019.0
2019-06-11,1105.0,,WT,411 8TH ST E,56.0,88.13B+,METER EXP.,63.0,6484145.8389800005,1838689.423584,,2019.0
2019-07-26,1214.0,,WT,1734 BARRY AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424540.353999,1837784.555636,,2019.0
2019-07-15,812.0,,WT,800 HAYWORTH AVE N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6451847.681772,1853701.588647,,2019.0
2019-01-15,1059.0,,GY,323 84TH ST E,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6477142.722162,1809120.709494,,2019.0
2019-03-05,834.0,,GY,2663 MENLO AVE,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6473703.762174,1833846.24257,,2019.0
2019-06-06,106.0,,WT,1135 HI POINT ST,51.0,80.58L,PREFERENTIAL PARKING,68.0,6450368.849474,1842685.72684,,2019.0
2019-02-07,1435.0,,WT,1601 HAUSER BLVD,51.0,80.53,PARKED IN PARKWAY,63.0,6453172.548996,1839040.622301,,2019.0
2019-02-26,1511.0,,WT,1516 SOTO ST N,56.0,80.69AP+,NO STOP/STANDING,93.0,6494976.85515,1830446.271369,,2019.0
2019-03-26,1649.0,,BK,7801 LAUREL CANYON BLVD,53.0,80.61,STANDNG IN ALLEY,68.0,6441786.325787,1899803.974845,,2019.0
2019-09-08,303.0,,BK,200 NORTH VENICE BLVD,51.0,5200,DISPLAY OF PLATES,25.0,6419394.34947,1817433.783789,,2019.0
2019-08-05,1719.0,,WT,12300 VENTURA BL W,53.0,88.13B+,METER EXP.,63.0,6440382.8258650005,1874846.014549,,2019.0
2019-06-06,834.0,,BL,4406 30TH ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6458111.947257,1832600.840981,,2019.0
2019-03-22,859.0,,GY,3400 TOPOCK ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483621.28146,1866115.457367,,2019.0
2019-03-07,2214.0,,BL,660 NORTH VENICE BLVD E,51.0,80.69B,NO PARKING,73.0,6422171.348413,1819106.536989,,2019.0
2019-08-20,915.0,,WT,6400 CRESCENT PARK,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6432056.871636,1811839.656433,,2019.0
2019-02-26,1124.0,,GN,1200 WELLESLEY AVE,51.0,80.56E4+,RED ZONE,93.0,6419539.795762001,1838268.493317,,2019.0
2019-03-05,1356.0,1138.0,BL,2350 MARIONDALE AVE,56.0,80.69C,PARKED OVER TIME LIMIT,58.0,6511616.821602,1848733.087949,,2019.0
2019-01-29,1230.0,,RD,6900 HAWTHORN AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6458719.509453,1859071.049146,,2019.0
2019-08-07,1325.0,,GY,821 FLOWER AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6420339.210275,1823073.124221,,2019.0
2019-07-11,1717.0,,OR,1100 SANTEE ST S,56.0,88.13B+,METER EXP.,63.0,6484070.566262,1836230.995552,,2019.0
2019-05-22,1258.0,,GY,4841 18TH ST,51.0,5200,DISPLAY OF PLATES,25.0,6457708.351574,1838020.086012,,2019.0
2019-03-18,1728.0,,GY,247 BREED ST N,56.0,88.13B+,METER EXP.,63.0,6497397.34183,1837924.009464,,2019.0
2019-04-01,1100.0,,SL,14560 CLARK ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6425534.363957,1884001.218405,,2019.0
2019-05-13,838.0,,WT,617 17TH ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6473321.218417,1723809.559768,,2019.0
2019-04-02,901.0,,WT,2823 OLIVE ST S,55.0,80.69B,NO PARKING,73.0,6479041.415990001,1831230.763234,,2019.0
2019-02-05,1236.0,,SL,1055 CUMMINGS ST N,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6498779.640378,1842777.573177,,2019.0
2019-06-04,821.0,,GY,133 FLORES ST,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6449296.9811660005,1849569.960561,,2019.0
2019-04-09,125.0,,GY,2631 ORCHARD AVE,55.0,22500F,PARKED ON SIDEWALK,68.0,6474581.268274,1834154.944067,,2019.0
2019-08-15,917.0,,WT,1011 ESPERANZA ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6501836.934203,1830981.3627,,2019.0
2019-03-01,1008.0,,RD,1758 WINONA BLVD,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470239.348468,1859994.079394,,2019.0
2019-03-11,1055.0,,BK,11015 EXPOSITION BLVD,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6431291.238823,1835821.142415,,2019.0
2019-07-16,829.0,,GO,119 HAYWORTH AVE N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6451854.089017,1849678.645402,,2019.0
2019-06-12,1702.0,,SL,300 11TH ST E,56.0,88.13B+,METER EXP.,63.0,6482630.757905,1837353.755225,,2019.0
